Commodity,Date,Minimum,Maximum,Average
French Bean(Rajma),11/23/2022,90.00,100.00,96.67
Garlic Dry Chinese,11/23/2022,170.00,180.00,175.00
Garlic Dry Nepali,11/23/2022,110.00,120.00,115.00
Garlic Green,11/23/2022,150.00,180.00,170.00
Ginger,11/23/2022,50.00,60.00,55.00
Grapes(Black),11/23/2022,380.00,400.00,390.00
Grapes(Green),11/23/2022,280.00,300.00,290.00
Green Peas,11/23/2022,140.00,150.00,145.00
Gundruk,11/23/2022,300.00,350.00,333.33
Kiwi,11/23/2022,200.00,250.00,225.00
Knolkhol,11/23/2022,80.00,90.00,85.00
Lemon,11/23/2022,40.00,50.00,46.67
Lettuce,11/23/2022,50.00,60.00,56.67
Lime,11/23/2022,120.00,140.00,130.00
Mandarin,11/23/2022,220.00,250.00,235.00
Mint,11/23/2022,600.00,700.00,650.00
Mombin,11/23/2022,70.00,80.00,76.00
Mushroom(Button),11/23/2022,300.00,350.00,325.00
Mushroom(Kanya),11/23/2022,120.00,150.00,136.00
Mustard Leaf,11/23/2022,40.00,50.00,46.67
Okara,11/23/2022,90.00,100.00,96.00
Onion Dry (Indian),11/23/2022,38.00,40.00,39.00
Onion Green,11/23/2022,80.00,90.00,86.67
Orange(Indian),11/23/2022,100.00,110.00,105.00
Orange(Nepali),11/23/2022,100.00,120.00,110.00
Papaya(Indian),11/23/2022,100.00,110.00,106.67
Papaya(Nepali),11/23/2022,80.00,90.00,86.67
Parseley,11/23/2022,500.00,600.00,550.00
Pear(Chinese),11/23/2022,220.00,250.00,235.00
Pineapple,11/23/2022,150.00,180.00,165.00
Pointed Gourd(Local),11/23/2022,50.00,60.00,55.00
Pointed Gourd(Terai),11/23/2022,50.00,60.00,55.00
Pomegranate,11/23/2022,380.00,400.00,390.00
Potato Red,11/23/2022,60.00,65.00,62.50
Potato Red(Indian),11/23/2022,34.00,36.00,35.00
Potato White,11/23/2022,45.00,50.00,47.50
Pumpkin,11/23/2022,25.00,35.00,30.00
Raddish White(Hybrid),11/23/2022,40.00,50.00,45.00
Raddish White(Local),11/23/2022,25.00,30.00,27.50
Red Cabbbage,11/23/2022,90.00,100.00,96.67
Smooth Gourd,11/23/2022,60.00,70.00,65.00
Spinach Leaf,11/23/2022,150.00,180.00,170.00
Squash(Long),11/23/2022,30.00,40.00,35.00
Squash(Round),11/23/2022,30.00,40.00,35.00
Strawberry,11/23/2022,600.00,700.00,650.00
Sugarbeet,11/23/2022,80.00,90.00,85.00
Sugarcane,11/23/2022,80.00,90.00,85.00
Sweet Orange,11/23/2022,150.00,160.00,156.67
Sweet Potato,11/23/2022,40.00,50.00,46.67
Sword Bean,11/23/2022,100.00,120.00,107.50
Tamarind,11/23/2022,140.00,150.00,146.67
Tofu,11/23/2022,120.00,130.00,126.67
Tomato Big(Indian),11/23/2022,60.00,70.00,65.00
Tomato Big(Nepali),11/23/2022,50.00,60.00,55.00
Tomato Small(Local),11/23/2022,20.00,26.00,22.60
Tomato Small(Tunnel),11/23/2022,30.00,40.00,35.00
Turnip,11/23/2022,50.00,60.00,56.67
Turnip A,11/23/2022,80.00,90.00,86.67
Water Melon(Green),11/23/2022,80.00,90.00,86.67
Yam,11/23/2022,60.00,70.00,65.00
Amla,11/24/2022,60.00,70.00,66.67
Apple(Jholey),11/24/2022,220.00,250.00,240.00
Arum,11/24/2022,40.00,50.00,46.67
Asparagus,11/24/2022,0.00,0.00,0.00
Avocado,11/24/2022,200.00,250.00,225.00
Bakula,11/24/2022,100.00,120.00,110.00
Bamboo Shoot,11/24/2022,100.00,110.00,106.67
Banana,11/24/2022,120.00,140.00,130.00
Barela,11/24/2022,30.00,40.00,35.00
Bitter Gourd,11/24/2022,60.00,70.00,65.00
Bottle Gourd,11/24/2022,30.00,40.00,35.00
Brd Leaf Mustard,11/24/2022,50.00,60.00,55.00
Brinjal Long,11/24/2022,30.00,40.00,35.00
Brinjal Round,11/24/2022,50.00,60.00,56.67
Brocauli,11/24/2022,90.00,100.00,95.00
Cabbage(Local),11/24/2022,35.00,45.00,40.00
Capsicum,11/24/2022,60.00,70.00,65.00
Carrot(Local),11/24/2022,110.00,120.00,116.00
Cauli Local,11/24/2022,35.00,45.00,40.00
Cauli Local(Jyapu),11/24/2022,50.00,60.00,55.00
Celery,11/24/2022,300.00,350.00,325.00
Chilli Dry,11/24/2022,440.00,450.00,445.00
Chilli Green,11/24/2022,50.00,60.00,56.67
Chilli Green(Akbare),11/24/2022,150.00,180.00,170.00
Chilli Green(Bullet),11/24/2022,60.00,70.00,66.67
Chilli Green(Machhe),11/24/2022,80.00,90.00,86.67
Christophine,11/24/2022,20.00,25.00,22.50
Clive Dry,11/24/2022,220.00,250.00,235.00
Clive Green,11/24/2022,150.00,160.00,155.00
Coriander Green,11/24/2022,120.00,150.00,140.00
Cow pea(Long),11/24/2022,80.00,90.00,86.00
Cowpea(Short),11/24/2022,50.00,60.00,56.67
Cress Leaf,11/24/2022,150.00,160.00,156.67
Cucumber(Hybrid),11/24/2022,30.00,40.00,36.67
Cucumber(Local),11/24/2022,40.00,50.00,45.00
Fennel Leaf,11/24/2022,150.00,160.00,155.00
Fenugreek Leaf,11/24/2022,150.00,160.00,156.67
Fish Fresh(Bachuwa),11/24/2022,240.00,250.00,246.67
Fish Fresh(Chhadi),11/24/2022,240.00,250.00,246.67
Fish Fresh(Mungari),11/24/2022,210.00,230.00,223.33
Fish Fresh(Rahu),11/24/2022,330.00,350.00,343.33
French Bean(Hybrid),11/24/2022,90.00,100.00,96.67
French Bean(Local),11/24/2022,80.00,90.00,85.00
French Bean(Rajma),11/24/2022,100.00,120.00,110.00
Garlic Dry Chinese,11/24/2022,170.00,180.00,176.00
Garlic Dry Nepali,11/24/2022,110.00,120.00,115.00
Garlic Green,11/24/2022,140.00,150.00,146.67
Ginger,11/24/2022,50.00,60.00,56.67
Grapes(Black),11/24/2022,380.00,400.00,390.00
Grapes(Green),11/24/2022,280.00,300.00,293.33
Green Peas,11/24/2022,130.00,140.00,136.00
Guava,11/24/2022,150.00,200.00,175.00
Gundruk,11/24/2022,300.00,350.00,333.33
Kiwi,11/24/2022,200.00,250.00,225.00
Knolkhol,11/24/2022,80.00,90.00,86.67
Lemon,11/24/2022,40.00,50.00,46.67
Lettuce,11/24/2022,50.00,60.00,56.67
Lime,11/24/2022,120.00,140.00,130.00
Mandarin,11/24/2022,220.00,250.00,235.00
Mint,11/24/2022,600.00,700.00,650.00
Mombin,11/24/2022,60.00,70.00,66.00
Mushroom(Button),11/24/2022,300.00,350.00,325.00
Mushroom(Kanya),11/24/2022,150.00,180.00,164.00
Mustard Leaf,11/24/2022,40.00,50.00,46.67
Okara,11/24/2022,80.00,90.00,86.67
Onion Dry (Indian),11/24/2022,38.00,40.00,39.00
Onion Green,11/24/2022,90.00,100.00,96.67
Orange(Indian),11/24/2022,100.00,110.00,106.67
Orange(Nepali),11/24/2022,110.00,120.00,115.00
Papaya(Indian),11/24/2022,100.00,110.00,106.67
Papaya(Nepali),11/24/2022,80.00,90.00,86.67
Parseley,11/24/2022,500.00,600.00,550.00
Pear(Chinese),11/24/2022,220.00,250.00,235.00
Pineapple,11/24/2022,150.00,200.00,175.00
Pointed Gourd(Local),11/24/2022,50.00,60.00,55.00
Pointed Gourd(Terai),11/24/2022,50.00,60.00,56.67
Pomegranate,11/24/2022,380.00,400.00,390.00
Potato Red,11/24/2022,55.00,60.00,57.50
Potato Red(Indian),11/24/2022,34.00,36.00,35.00
Potato White,11/24/2022,45.00,48.00,46.40
Pumpkin,11/24/2022,30.00,35.00,32.50
Raddish White(Hybrid),11/24/2022,50.00,55.00,53.33
Raddish White(Local),11/24/2022,30.00,35.00,32.50
Red Cabbbage,11/24/2022,100.00,120.00,110.00
Smooth Gourd,11/24/2022,60.00,70.00,66.67
Spinach Leaf,11/24/2022,150.00,160.00,156.67
Squash(Long),11/24/2022,30.00,40.00,35.00
Squash(Round),11/24/2022,30.00,40.00,35.00
Strawberry,11/24/2022,600.00,700.00,650.00
Sugarbeet,11/24/2022,80.00,90.00,86.67
Sugarcane,11/24/2022,70.00,80.00,75.00
Sweet Orange,11/24/2022,150.00,180.00,165.00
Sweet Potato,11/24/2022,40.00,50.00,45.00
Sword Bean,11/24/2022,100.00,110.00,105.00
Tamarind,11/24/2022,140.00,150.00,145.00
Tofu,11/24/2022,120.00,130.00,126.67
Tomato Big(Indian),11/24/2022,60.00,70.00,65.00
Tomato Big(Nepali),11/24/2022,50.00,60.00,55.00
Tomato Small(Local),11/24/2022,24.00,30.00,27.00
Tomato Small(Tunnel),11/24/2022,28.00,35.00,32.00
Turnip,11/24/2022,50.00,60.00,55.00
Turnip A,11/24/2022,80.00,90.00,86.67
Water Melon(Green),11/24/2022,80.00,90.00,86.67
Yam,11/24/2022,60.00,70.00,65.00
Amla,11/25/2022,60.00,70.00,65.00
Apple(Jholey),11/25/2022,220.00,250.00,235.00
Arum,11/25/2022,40.00,50.00,45.00
Asparagus,11/25/2022,0.00,0.00,0.00
Avocado,11/25/2022,200.00,250.00,225.00
Bakula,11/25/2022,100.00,120.00,110.00
Bamboo Shoot,11/25/2022,100.00,110.00,105.00
Banana,11/25/2022,120.00,140.00,130.00
Barela,11/25/2022,30.00,40.00,35.00
Bitter Gourd,11/25/2022,60.00,70.00,65.00
Bottle Gourd,11/25/2022,40.00,50.00,45.00
Brd Leaf Mustard,11/25/2022,50.00,60.00,55.00
Brinjal Long,11/25/2022,30.00,40.00,35.00
Brinjal Round,11/25/2022,50.00,60.00,55.00
Brocauli,11/25/2022,80.00,90.00,85.00
Cabbage(Local),11/25/2022,35.00,45.00,40.00
Capsicum,11/25/2022,60.00,70.00,65.00
Carrot(Local),11/25/2022,110.00,120.00,115.00
Cauli Local,11/25/2022,30.00,40.00,35.00
Cauli Local(Jyapu),11/25/2022,50.00,60.00,55.00
Celery,11/25/2022,300.00,350.00,325.00
Chilli Dry,11/25/2022,440.00,450.00,445.00
Chilli Green,11/25/2022,50.00,60.00,55.00
Chilli Green(Akbare),11/25/2022,150.00,180.00,165.00
Chilli Green(Bullet),11/25/2022,60.00,70.00,65.00
Chilli Green(Machhe),11/25/2022,80.00,90.00,85.00
Christophine,11/25/2022,20.00,25.00,22.33
Clive Dry,11/25/2022,220.00,250.00,235.00
Clive Green,11/25/2022,150.00,160.00,155.00
Coriander Green,11/25/2022,120.00,150.00,133.33
Cow pea(Long),11/25/2022,80.00,90.00,85.00
Cowpea(Short),11/25/2022,50.00,60.00,55.00
Cress Leaf,11/25/2022,150.00,160.00,155.00
Cucumber(Hybrid),11/25/2022,30.00,40.00,35.00
Cucumber(Local),11/25/2022,60.00,70.00,65.00
Fennel Leaf,11/25/2022,150.00,160.00,155.00
Fenugreek Leaf,11/25/2022,150.00,160.00,155.00
Fish Fresh(Bachuwa),11/25/2022,240.00,250.00,245.00
Fish Fresh(Chhadi),11/25/2022,240.00,250.00,245.00
Fish Fresh(Mungari),11/25/2022,210.00,230.00,220.00
Fish Fresh(Rahu),11/25/2022,330.00,350.00,340.00
French Bean(Hybrid),11/25/2022,90.00,100.00,95.00
French Bean(Local),11/25/2022,80.00,90.00,85.00
French Bean(Rajma),11/25/2022,100.00,120.00,110.00
Garlic Dry Chinese,11/25/2022,170.00,180.00,175.00
Garlic Dry Nepali,11/25/2022,110.00,120.00,115.00
Garlic Green,11/25/2022,100.00,120.00,110.00
Ginger,11/25/2022,50.00,60.00,55.00
Grapes(Black),11/25/2022,380.00,400.00,390.00
Grapes(Green),11/25/2022,280.00,300.00,290.00
Green Peas,11/25/2022,110.00,120.00,115.00
Guava,11/25/2022,150.00,200.00,175.00
Gundruk,11/25/2022,300.00,350.00,325.00
Kiwi,11/25/2022,200.00,250.00,225.00
Knolkhol,11/25/2022,80.00,90.00,85.00
Lemon,11/25/2022,40.00,50.00,45.00
Lettuce,11/25/2022,50.00,60.00,55.00
Lime,11/25/2022,220.00,240.00,230.00
Mandarin,11/25/2022,220.00,250.00,235.00
Mint,11/25/2022,600.00,700.00,650.00
Mombin,11/25/2022,60.00,70.00,65.00
Mushroom(Button),11/25/2022,300.00,350.00,326.67
Mushroom(Kanya),11/25/2022,180.00,200.00,190.00
Mustard Leaf,11/25/2022,40.00,50.00,45.00
Okara,11/25/2022,70.00,80.00,75.00
Onion Dry (Indian),11/25/2022,38.00,40.00,39.00
Onion Green,11/25/2022,90.00,100.00,95.00
Orange(Indian),11/25/2022,100.00,120.00,110.00
Orange(Nepali),11/25/2022,110.00,120.00,115.00
Papaya(Indian),11/25/2022,100.00,110.00,105.00
Papaya(Nepali),11/25/2022,80.00,90.00,85.00
Parseley,11/25/2022,500.00,600.00,550.00
Pear(Chinese),11/25/2022,220.00,250.00,235.00
Pineapple,11/25/2022,150.00,200.00,175.00
Pointed Gourd(Local),11/25/2022,50.00,60.00,55.00
Pointed Gourd(Terai),11/25/2022,50.00,60.00,55.00
Pomegranate,11/25/2022,380.00,400.00,390.00
Potato Red,11/25/2022,55.00,60.00,57.67
Potato Red(Indian),11/25/2022,34.00,36.00,35.00
Potato White,11/25/2022,45.00,48.00,46.67
Pumpkin,11/25/2022,30.00,35.00,32.67
Raddish White(Hybrid),11/25/2022,40.00,50.00,45.00
Raddish White(Local),11/25/2022,30.00,40.00,35.00
Red Cabbbage,11/25/2022,120.00,120.00,120.00
Smooth Gourd,11/25/2022,60.00,70.00,65.00
Spinach Leaf,11/25/2022,160.00,160.00,160.00
Squash(Long),11/25/2022,30.00,40.00,35.00
Squash(Round),11/25/2022,40.00,50.00,45.00
Strawberry,11/25/2022,600.00,700.00,650.00
Sugarbeet,11/25/2022,80.00,90.00,85.00
Sugarcane,11/25/2022,70.00,80.00,75.00
Sweet Orange,11/25/2022,150.00,180.00,165.00
Sweet Potato,11/25/2022,40.00,50.00,45.00
Sword Bean,11/25/2022,100.00,110.00,105.00
Tamarind,11/25/2022,140.00,150.00,145.00
Tofu,11/25/2022,120.00,130.00,125.00
Tomato Big(Indian),11/25/2022,60.00,70.00,65.00
Tomato Big(Nepali),11/25/2022,50.00,60.00,55.00
Tomato Small(Local),11/25/2022,20.00,30.00,25.00
Tomato Small(Tunnel),11/25/2022,28.00,35.00,31.00
Turnip,11/25/2022,50.00,60.00,55.00
Turnip A,11/25/2022,80.00,90.00,85.00
Water Melon(Green),11/25/2022,80.00,90.00,85.00
Yam,11/25/2022,50.00,60.00,55.00
Amla,11/26/2022,60.00,70.00,66.67
Apple(Fuji),11/26/2022,220.00,250.00,240.00
Arum,11/26/2022,40.00,50.00,46.67
Asparagus,11/26/2022,0.00,0.00,0.00
Avocado,11/26/2022,200.00,250.00,225.00
Bakula,11/26/2022,90.00,100.00,96.00
Bamboo Shoot,11/26/2022,100.00,110.00,106.67
Banana,11/26/2022,130.00,140.00,136.67
Barela,11/26/2022,30.00,40.00,36.00
Bitter Gourd,11/26/2022,50.00,60.00,55.00
Bottle Gourd,11/26/2022,30.00,40.00,35.00
Brd Leaf Mustard,11/26/2022,50.00,60.00,55.00
Brinjal Long,11/26/2022,30.00,40.00,35.00
Brinjal Round,11/26/2022,50.00,60.00,56.67
Brocauli,11/26/2022,90.00,100.00,95.00
Cabbage(Local),11/26/2022,30.00,40.00,35.00
Capsicum,11/26/2022,60.00,70.00,65.00
Carrot(Local),11/26/2022,110.00,120.00,115.00
Cauli Local,11/26/2022,30.00,40.00,35.00
Cauli Local(Jyapu),11/26/2022,50.00,60.00,55.00
Celery,11/26/2022,300.00,350.00,325.00
Chilli Dry,11/26/2022,440.00,450.00,445.00
Chilli Green,11/26/2022,50.00,60.00,56.67
Chilli Green(Akbare),11/26/2022,150.00,160.00,156.67
Chilli Green(Bullet),11/26/2022,60.00,70.00,65.00
Chilli Green(Machhe),11/26/2022,100.00,120.00,113.33
Christophine,11/26/2022,25.00,30.00,27.50
Clive Dry,11/26/2022,220.00,250.00,235.00
Clive Green,11/26/2022,140.00,160.00,150.00
Coriander Green,11/26/2022,120.00,150.00,140.00
Cow pea(Long),11/26/2022,80.00,90.00,85.00
Cowpea(Short),11/26/2022,50.00,60.00,55.00
Cress Leaf,11/26/2022,140.00,160.00,150.00
Cucumber(Hybrid),11/26/2022,30.00,40.00,35.00
Cucumber(Local),11/26/2022,50.00,60.00,55.00
Drumstick,11/26/2022,110.00,120.00,116.67
Fennel Leaf,11/26/2022,140.00,160.00,150.00
Fenugreek Leaf,11/26/2022,140.00,160.00,150.00
Fish Fresh(Bachuwa),11/26/2022,240.00,250.00,246.67
Fish Fresh(Chhadi),11/26/2022,240.00,250.00,246.67
Fish Fresh(Mungari),11/26/2022,210.00,230.00,220.00
Fish Fresh(Rahu),11/26/2022,330.00,350.00,340.00
French Bean(Hybrid),11/26/2022,80.00,90.00,86.67
French Bean(Local),11/26/2022,70.00,80.00,76.67
French Bean(Rajma),11/26/2022,90.00,100.00,95.00
Garlic Dry Chinese,11/26/2022,170.00,180.00,175.00
Garlic Dry Nepali,11/26/2022,110.00,120.00,116.67
Garlic Green,11/26/2022,140.00,150.00,146.67
Ginger,11/26/2022,50.00,60.00,56.00
Grapes(Black),11/26/2022,380.00,400.00,390.00
Grapes(Green),11/26/2022,280.00,300.00,290.00
Green Peas,11/26/2022,120.00,130.00,126.00
Guava,11/26/2022,120.00,150.00,135.00
Gundruk,11/26/2022,300.00,350.00,325.00
Jack Fruit,11/26/2022,100.00,120.00,110.00
Kiwi,11/26/2022,200.00,250.00,225.00
Knolkhol,11/26/2022,70.00,80.00,75.00
Lemon,11/26/2022,40.00,50.00,46.67
Lettuce,11/26/2022,50.00,60.00,56.67
Lime,11/26/2022,110.00,130.00,120.00
Mandarin,11/26/2022,220.00,250.00,235.00
Mint,11/26/2022,600.00,700.00,650.00
Mombin,11/26/2022,70.00,80.00,75.00
Mushroom(Button),11/26/2022,300.00,350.00,325.00
Mushroom(Kanya),11/26/2022,150.00,180.00,164.00
Mustard Leaf,11/26/2022,40.00,50.00,46.67
Okara,11/26/2022,70.00,80.00,76.00
Onion Dry (Indian),11/26/2022,38.00,40.00,39.20
Onion Green,11/26/2022,70.00,80.00,76.67
Orange(Indian),11/26/2022,100.00,110.00,106.67
Orange(Nepali),11/26/2022,100.00,110.00,104.00
Papaya(Indian),11/26/2022,100.00,110.00,106.67
Papaya(Nepali),11/26/2022,80.00,90.00,86.67
Parseley,11/26/2022,500.00,600.00,550.00
Pear(Chinese),11/26/2022,220.00,250.00,235.00
Pineapple,11/26/2022,150.00,200.00,175.00
Pointed Gourd(Local),11/26/2022,60.00,70.00,65.00
Pomegranate,11/26/2022,350.00,380.00,365.00
Potato Red,11/26/2022,50.00,55.00,52.40
Potato Red(Indian),11/26/2022,34.00,36.00,35.00
Potato White,11/26/2022,40.00,45.00,42.50
Pumpkin,11/26/2022,25.00,35.00,30.00
Raddish White(Hybrid),11/26/2022,45.00,50.00,48.33
Raddish White(Local),11/26/2022,30.00,35.00,33.00
Red Cabbbage,11/26/2022,90.00,100.00,95.00
Smooth Gourd,11/26/2022,50.00,60.00,55.00
Spinach Leaf,11/26/2022,140.00,160.00,150.00
Squash(Long),11/26/2022,30.00,40.00,35.00
Squash(Round),11/26/2022,30.00,40.00,35.00
Strawberry,11/26/2022,550.00,600.00,575.00
Sugarbeet,11/26/2022,80.00,90.00,86.67
Sugarcane,11/26/2022,80.00,90.00,85.00
Sweet Orange,11/26/2022,140.00,160.00,150.00
Sweet Potato,11/26/2022,60.00,70.00,65.00
Sword Bean,11/26/2022,90.00,100.00,96.00
Tamarind,11/26/2022,140.00,150.00,145.00
Tofu,11/26/2022,120.00,130.00,126.67
Tomato Big(Indian),11/26/2022,50.00,60.00,55.00
Tomato Big(Nepali),11/26/2022,40.00,50.00,45.00
Tomato Small(Local),11/26/2022,20.00,26.00,23.40
Tomato Small(Tunnel),11/26/2022,28.00,35.00,31.60
Turnip,11/26/2022,50.00,60.00,55.00
Turnip A,11/26/2022,80.00,90.00,85.00
Water Melon(Green),11/26/2022,70.00,80.00,75.00
Yam,11/26/2022,60.00,70.00,66.00
Amla,11/27/2022,60.00,70.00,65.00
Apple(Fuji),11/27/2022,220.00,250.00,235.00
Asparagus,11/27/2022,0.00,0.00,0.00
Avocado,11/27/2022,200.00,250.00,225.00
Bakula,11/27/2022,90.00,100.00,95.00
Bamboo Shoot,11/27/2022,100.00,110.00,105.00
Banana,11/27/2022,130.00,140.00,135.00
Barela,11/27/2022,40.00,50.00,45.00
Bitter Gourd,11/27/2022,70.00,80.00,75.00
Bottle Gourd,11/27/2022,40.00,50.00,45.00
Brd Leaf Mustard,11/27/2022,40.00,50.00,45.00
Brinjal Long,11/27/2022,30.00,40.00,35.00
Brinjal Round,11/27/2022,50.00,60.00,55.00
Brocauli,11/27/2022,80.00,90.00,85.00
Cabbage(Local),11/27/2022,30.00,40.00,35.00
Capsicum,11/27/2022,50.00,60.00,55.00
Carrot(Local),11/27/2022,95.00,100.00,97.67
Cauli Local,11/27/2022,30.00,40.00,35.00
Cauli Local(Jyapu),11/27/2022,50.00,60.00,55.00
Celery,11/27/2022,300.00,350.00,325.00
Chilli Dry,11/27/2022,440.00,450.00,445.00
Chilli Green,11/27/2022,50.00,60.00,55.00
Chilli Green(Akbare),11/27/2022,150.00,160.00,155.00
Chilli Green(Bullet),11/27/2022,60.00,70.00,65.00
Chilli Green(Machhe),11/27/2022,100.00,120.00,110.00
Christophine,11/27/2022,25.00,30.00,27.67
Clive Dry,11/27/2022,220.00,250.00,235.00
Clive Green,11/27/2022,140.00,160.00,150.00
Coriander Green,11/27/2022,150.00,200.00,176.67
Cow pea(Long),11/27/2022,80.00,90.00,85.00
Cowpea(Short),11/27/2022,50.00,60.00,55.00
Cress Leaf,11/27/2022,140.00,160.00,150.00
Cucumber(Hybrid),11/27/2022,30.00,35.00,32.50
Cucumber(Local),11/27/2022,70.00,80.00,75.00
Drumstick,11/27/2022,110.00,120.00,115.00
Fennel Leaf,11/27/2022,140.00,160.00,150.00
Fenugreek Leaf,11/27/2022,140.00,160.00,150.00
Fish Fresh(Bachuwa),11/27/2022,240.00,250.00,245.00
Fish Fresh(Chhadi),11/27/2022,240.00,250.00,245.00
Fish Fresh(Mungari),11/27/2022,210.00,230.00,220.00
Fish Fresh(Rahu),11/27/2022,330.00,350.00,340.00
French Bean(Hybrid),11/27/2022,90.00,100.00,95.00
French Bean(Local),11/27/2022,80.00,90.00,85.00
French Bean(Rajma),11/27/2022,90.00,100.00,95.00
Garlic Dry Chinese,11/27/2022,170.00,180.00,175.00
Garlic Dry Nepali,11/27/2022,110.00,120.00,115.00
Garlic Green,11/27/2022,140.00,160.00,150.00
Ginger,11/27/2022,50.00,60.00,55.00
Grapes(Black),11/27/2022,380.00,400.00,390.00
Grapes(Green),11/27/2022,280.00,300.00,290.00
Green Peas,11/27/2022,120.00,130.00,125.00
Guava,11/27/2022,120.00,150.00,135.00
Gundruk,11/27/2022,300.00,350.00,325.00
Jack Fruit,11/27/2022,100.00,120.00,110.00
Kiwi,11/27/2022,200.00,250.00,225.00
Knolkhol,11/27/2022,70.00,80.00,75.00
Lemon,11/27/2022,40.00,50.00,45.00
Lettuce,11/27/2022,50.00,60.00,55.00
Lime,11/27/2022,110.00,130.00,120.00
Mandarin,11/27/2022,220.00,250.00,235.00
Mint,11/27/2022,600.00,700.00,650.00
Mombin,11/27/2022,70.00,80.00,75.00
Mushroom(Button),11/27/2022,250.00,300.00,275.00
Mushroom(Kanya),11/27/2022,180.00,200.00,190.00
Mustard Leaf,11/27/2022,40.00,50.00,45.00
Okara,11/27/2022,70.00,80.00,75.00
Onion Dry (Indian),11/27/2022,38.00,40.00,39.00
Onion Green,11/27/2022,90.00,100.00,95.00
Orange(Indian),11/27/2022,100.00,110.00,105.00
Orange(Nepali),11/27/2022,100.00,110.00,105.00
Papaya(Indian),11/27/2022,100.00,110.00,105.00
Papaya(Nepali),11/27/2022,80.00,90.00,85.00
Parseley,11/27/2022,500.00,600.00,550.00
Pear(Chinese),11/27/2022,220.00,250.00,235.00
Pineapple,11/27/2022,150.00,200.00,175.00
Pointed Gourd(Local),11/27/2022,60.00,70.00,65.00
Pointed Gourd(Terai),11/27/2022,60.00,70.00,65.00
Pomegranate,11/27/2022,350.00,380.00,365.00
Potato Red,11/27/2022,50.00,55.00,52.33
Potato Red(Indian),11/27/2022,34.00,36.00,35.00
Potato White,11/27/2022,40.00,45.00,42.33
Pumpkin,11/27/2022,30.00,40.00,35.00
Raddish White(Hybrid),11/27/2022,45.00,50.00,47.67
Raddish White(Local),11/27/2022,30.00,35.00,32.67
Red Cabbbage,11/27/2022,90.00,100.00,95.00
Smooth Gourd,11/27/2022,50.00,60.00,55.00
Spinach Leaf,11/27/2022,140.00,150.00,145.00
Squash(Long),11/27/2022,30.00,40.00,35.00
Squash(Round),11/27/2022,30.00,40.00,35.00
Strawberry,11/27/2022,550.00,600.00,575.00
Sugarbeet,11/27/2022,80.00,90.00,85.00
Sugarcane,11/27/2022,80.00,90.00,85.00
Sweet Orange,11/27/2022,140.00,160.00,150.00
Sweet Potato,11/27/2022,60.00,70.00,65.00
Sword Bean,11/27/2022,90.00,100.00,95.00
Tamarind,11/27/2022,140.00,150.00,145.00
Tofu,11/27/2022,120.00,130.00,125.00
Tomato Big(Indian),11/27/2022,50.00,60.00,55.00
Tomato Big(Nepali),11/27/2022,50.00,60.00,55.00
Tomato Small(Local),11/27/2022,25.00,30.00,27.67
Tomato Small(Tunnel),11/27/2022,30.00,40.00,35.00
Turnip,11/27/2022,50.00,60.00,55.00
Turnip A,11/27/2022,80.00,90.00,85.00
Water Melon(Green),11/27/2022,70.00,80.00,75.00
Yam,11/27/2022,60.00,70.00,65.00
Amla,11/28/2022,50.00,60.00,56.67
Apple(Fuji),11/28/2022,240.00,280.00,260.00
Arum,11/28/2022,40.00,50.00,46.00
Asparagus,11/28/2022,0.00,0.00,0.00
Avocado,11/28/2022,200.00,250.00,225.00
Bakula,11/28/2022,100.00,120.00,110.00
Bamboo Shoot,11/28/2022,100.00,110.00,106.67
Banana,11/28/2022,130.00,140.00,135.00
Barela,11/28/2022,30.00,40.00,35.00
Bitter Gourd,11/28/2022,60.00,70.00,65.00
Bottle Gourd,11/28/2022,50.00,60.00,55.00
Brd Leaf Mustard,11/28/2022,50.00,60.00,56.67
Brinjal Long,11/28/2022,30.00,40.00,35.00
Brinjal Round,11/28/2022,50.00,60.00,55.00
Brocauli,11/28/2022,100.00,110.00,106.67
Cabbage(Local),11/28/2022,30.00,40.00,35.00
Capsicum,11/28/2022,50.00,60.00,55.00
Carrot(Local),11/28/2022,100.00,120.00,106.00
Cauli Local,11/28/2022,30.00,40.00,35.00
Cauli Local(Jyapu),11/28/2022,40.00,50.00,45.00
Celery,11/28/2022,300.00,350.00,325.00
Chilli Dry,11/28/2022,440.00,450.00,445.00
Chilli Green,11/28/2022,50.00,60.00,56.67
